explanation,token_count,length_bin,group,llm_likeness
"The response missed the increase in sales which caused a sudden change in profit, as per sentence 2.",18,16-20,new_human,0.5465989665670284
"The info to answer the question is stated in document sentence 4, and that information is included in the answer.",20,16-20,new_human,0.27736211683819095
There is nothing in the article that mention where Adana is in Turkey or anything else about it.,18,16-20,new_human,0.0996149607063581
The response doesn't answer the question at all. The answer is contained in sentences 7 and 8.,18,16-20,new_human,0.3555986674480695
The response is partially correct because it missed other reasons as per sentences 5 and 11.,16,16-20,new_human,0.12478855045529268
"The document doesn't specify why Wood had a passion for Africa, just that he did.",16,16-20,new_human,0.16180874513137783
It is never made clear how the family knew that the helicopters could carry four bombs.,16,16-20,new_human,0.2577799616108473
"The article infers the machine response is correct, the inflation is caused by both domestic and global factors",18,16-20,new_human,0.3462263581337119
Narwekar told the media that ECI had recognized them as the Shiv Sena and the office now belonged to them.,20,16-20,new_human,0.3844251910135614
"The response is partially correct and failed to mention the domestic factors as per sentences 4,7,8,13,14.",20,16-20,new_human,0.28316061581741936
The article doesn't say anything about Jokey Club being a major contributor to the local economy.,17,16-20,new_human,0.43766473112140264
Sentence 4 of the document contains the info to answer the question and it is used to make the answer.,20,16-20,new_human,0.2122239896742321
Sentence 2 confirms that they are growing body parts so as to help people who need transplants.,17,16-20,new_human,0.02991252284798684
This is as much information as can be taken from the article (without resorting to speculation),16,16-20,new_human,0.025098291215630012
The answer is correct and as complete as possible given the information provided in the document,16,16-20,new_human,0.4422325471407838
"The answer is generally correct and accurate, but uses outside information that isn't explicitly stated in the document",19,16-20,new_human,0.2353823086894868
This is as much information as can be taken from the article (without resorting to speculation),16,16-20,new_human,0.025098291215630012
"Most parts of the response are unsupported and repetitive. It missed the information in sentences 14,20,21,22,41.",20,16-20,new_human,0.3968180385796076
The response looks right but this is not stated in the document anywhere. This makes the response incorrect and unsupported.,20,16-20,new_human,0.3105970833383077
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
The response is correct except that the passage and the response missed the amount of the All-items inflation.,19,16-20,new_human,0.33044272417381965
"Even though this respondent is probably fabricating answers, this one is a reasonable assumption to make, based on the text",20,16-20,new_human,0.4466710597514524
The answer uses information from sentences 5 and 7 to discuss the reason why revenue is lower.,17,16-20,new_human,0.4818577583396657
There was nothing in the article that stated those were the reasons for the large amount of US purchases.,19,16-20,new_human,0.6421550050122489
More information about the politics of the situation is needed for the answer to fully make sense.,17,16-20,new_human,0.6072705159626373
"The answer is not correct the name of the spokesman is given in sentence 6, Haruko Toyama.",17,16-20,new_human,0.0555385615309449
The response is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.23794031492025103
"The turnaround is due to higher productivity, successful new models, and a better US exchange rate.",16,16-20,new_human,0.5802485274459489
Sentences 1-3 talks about the municipal trucks and the reason why they were there during the protest.,18,16-20,new_human,0.5712076507292018
The document did not state the reason why the team had not gone abroad since 2015,16,16-20,new_human,0.25626102118470395
As much information as is present in the article is included in the answer (along with some speculation),17,16-20,new_human,0.7551185769625792
"The medical team are assumed to be adults, so the sentences listed above says they are shocked and exhausted",19,16-20,new_human,0.12404264323932533
"The answer is a bit subjective, but it fully answers the question based on the text",16,16-20,new_human,0.6337112706322473
"It is the pilots that are seeking an annual pay raise of 24 million lire (dlrs 15,000)",18,16-20,new_human,0.21702742427915153
"This answer is worthless, and shows that the respondent is putting zero effort into the task",16,16-20,new_human,0.13826786197854496
"The response is limited but correct based on the article info, but may miss some relevant info.",17,16-20,new_human,0.6575488658386677
He said that because of the ongoing conflict and this is evident in sentence 3 and 4,17,16-20,new_human,0.04296141644751174
The document fails to state why they are protesting against the cess making the question not answerable.,17,16-20,new_human,0.36614146561508054
"While South Sudan is mentioned as a country Wood passes through, Sudan is not mentioned at all.",17,16-20,new_human,0.0688642963306384
"Correct. The AI identified correctly that only the Hong Kong team numbers were mentioned, which is in #3.",18,16-20,new_human,0.4774272587556231
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The article doesn't go into detail as to why the food and energy prices remain high.,17,16-20,new_human,0.41227494542085064
They were held in Panama because that is the closest base to where they were picked up,17,16-20,new_human,0.23889228919713779
The clashes is also attributed to civil war that has been ongoing with the opposition groups since 2011.,18,16-20,new_human,0.4560743290227254
The last sentence is not stated in the document anywhere. This makes the response incorrect and unsupported.,17,16-20,new_human,0.07676019162759075
The answer is correct in identifying that the needed information is not given in the document.,16,16-20,new_human,0.07644078737232769
"The response is partially correct and missed the information that black flags mean death, as per sentence 9.",18,16-20,new_human,0.11441424385672663
There is nothing in the article that explains exactly what the White House Correspondents' Association is.,16,16-20,new_human,0.43127705410756006
The question is simple enough that this concise answer is sufficient (more detail was included in earlier answers),18,16-20,new_human,0.3533516944531409
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
Investments will not be made and the economy will get worse if there are no investments that is bringing returns.,20,16-20,new_human,0.007482903761924319
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
"Sentence 8 lists out what Paetongtarn is offering the people, which will change the lives of the people.",18,16-20,new_human,0.5070675466713748
"The way the question is written doesn't directly address the question, but it includes the relevant information",18,16-20,new_human,0.3928822354105168
"The candidate is also promising an increase in minimum wage, infrastructure to manage flood and drought among others.",18,16-20,new_human,0.3904666211458211
The answer includes all relevant info from the document and does its best to answer it,16,16-20,new_human,0.3577513475742923
"The answer is incoherent, but the article does not really give an answer to the ""Why"" question",17,16-20,new_human,0.2481994841604182
The article does not explain how the virtual asset market and the traditional financial system became so interconnected.,18,16-20,new_human,0.09220700623893495
The answer is not stated in the document anywhere. This makes the incomplete response incorrect and unsupported.,17,16-20,new_human,0.1938794676242479
The answer draws from an outside source as the document does not mention the response among this group of people.,20,16-20,new_human,0.28983819682223116
"The answer was a bit cut off, but otherwise is sufficient to answer a vague question",16,16-20,new_human,0.5798175226403454
The answer is correct and complete. The document only states it was a priority in the past.,17,16-20,new_human,0.5447935033512528
Biden could not sit down for the interview because it was assumed that the interview had been canceled.,18,16-20,new_human,0.13208900314908328
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
There is nothing in the document outlining why the Palestinians are willing to become involved in militant activities.,18,16-20,new_human,0.6252899863627522
"The response should have also mentioned the protest was staged on Monday, as per sentence 1.",16,16-20,new_human,0.2335963992581634
The victims were members of a church whose pastor delivered the sermon at Obama's second inauguration.,17,16-20,new_human,0.7685342096636645
"The question asks for outside information, but relevant passages from the article are still alluded to",16,16-20,new_human,0.6633143342677705
She helped pass a bill that would ban spanking in both public and private schools in the state.,18,16-20,new_human,0.16853376922335997
"The answer is comprehensive, making using of sentences 7, 9, and 10 to answer the question.",16,16-20,new_human,0.48585875539832635
Fox said they would interview Biden after all but the WH administration said the interview was still off.,18,16-20,new_human,0.416467398505706
"Although the answer may be correct, it should be clarified that this information is not in the article.",18,16-20,new_human,0.011923782969950275
"'They were instructed' and the last sentence in the response are unsupported, so the response is incorrect.",17,16-20,new_human,0.24050829235601653
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The response looks good, but is not stated in the document anywhere. This makes the response unsupported.",17,16-20,new_human,0.3511681107840887
"The response is unrelated to the question, but the article does not provide an explicit answer either",17,16-20,new_human,0.09217811306442338
The machine response is correct based on the event that warranted the term scrambled to be used in the document.,20,16-20,new_human,0.39264331044338846
The answer is correct in making use of information from 12-14 to answer the question.,16,16-20,new_human,0.6752872115558959
The orthodox structure has mandated everyone not to open during the Sabbath as stated in the document.,17,16-20,new_human,0.39607218998066407
"This unhinged rant was not based on the article, which does briefly address the ""why"" question",16,16-20,new_human,0.3901763855301252
The machine response correctly identified that it did not have the relevant information to answer the question.,17,16-20,new_human,0.19353727755248598
"The response appears to be speculation. The question isn't addressed much, but some relevant info may be present.",19,16-20,new_human,0.09814904721251695
They also got information from rebels spread throughout the area who were using walkie-talkie to communicate.,17,16-20,new_human,0.4262941777028296
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The response is repetitive and some parts are unsupported. It missed the information in sentence 26 and 28.,18,16-20,new_human,0.23965815989076256
"The answer includes some outside information, but it fits with the overall theme of the article",16,16-20,new_human,0.7987468809981985
"All relevant information is included in this answer, but it did not say that Kuyani specifically ""saw"" the explosion",19,16-20,new_human,0.11147783716953909
"The answer starts off well, but is cut off and thus misses a lot of information",16,16-20,new_human,0.45344164593410313
The response looks good but is not stated in the document anywhere. This makes the response incorrect and unsupported.,19,16-20,new_human,0.2785761278854625
"This answer was not taken from the text, though it could potentially have been inferred from the brief article",19,16-20,new_human,0.19413309720132907
"In addition to the machine response, the damage would also impact the environment, as well as the culture and tradition.",20,16-20,new_human,0.416491841533879
"The response is marked as incorrect and missing all information, which is stated in sentences 5 and 7.",18,16-20,new_human,0.11493970818014887
The answer is not correct. The information needed to answer the question is not in the document.,17,16-20,new_human,0.0791378921765942
This is as much information as can be taken from the article (without resorting to speculation),16,16-20,new_human,0.025098291215630012
"The relevant information is included, along with some reasonable inferences when the article asks for outside information",17,16-20,new_human,0.7825926830503405
"It's a valid answer, but it could have mentioned why the previous terms were cut short",17,16-20,new_human,0.22242186814468304
The article did not provide information about how long Tan and Koh had been cargo officers.,16,16-20,new_human,0.3363188394090034
The answer gave a detailed list of the teams whose players did well in the game.,16,16-20,new_human,0.7969029753896681
The answer is correct. It should be added that the Serb authorities have rejected the U.N. court's jurisdiction.,20,16-20,new_human,0.1155797301218378
"Sentence 17 mentions the wheelchair rugby, so the machine is the wheelchair that is used to play the game.",19,16-20,new_human,0.16947588352922535
The response is consistent with the article and draws reasonable conclusions or inferences based on the information provided.,18,16-20,new_human,0.595255013396622
"The document says  that the NDRF is a rescue mission, so they go abroad to rescue people from disasters",19,16-20,new_human,0.1950655340402603
"The response is technically correct, but could be more helpful and specific by mentioning the name of the person.",19,16-20,new_human,0.11099316385827201
"The response incorrectly says it is a ""safe area"", which is unsupported as per sentence 2.",16,16-20,new_human,0.08289334910722691
It can be inferred from the article that O'Neal plays for the Eastern Conference (competing against the West),19,16-20,new_human,0.2547644627282176
"This answer was taken from outside knowledge, but it at least fits with the article theme",16,16-20,new_human,0.7259903756562373
The answer is correct. The information needed to answer the question is not given in the document.,17,16-20,new_human,0.2964894632785517
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The response is incomplete and missed the information in sentences 4,7,8,12,13,14.",16,16-20,new_human,0.5494253703575713
There were funding cuts across the board and there was just no money for this program.,16,16-20,new_human,0.6420466946267233
There are only two teams left mainly because they were the only teams that pulled through the NFL punishing season.,20,16-20,new_human,0.4773162722976887
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The answer makes a lot of reasonable assumptions, but they were not based on any explicit information in the text",20,16-20,new_human,0.32700697091906034
"The article confirms the machine response, the white men knew that a black-led government was coming up",18,16-20,new_human,0.7654409014219812
"The answer isn't really helpful or relevant, and misses the important information from the document",16,16-20,new_human,0.31810872679668534
The answer sums up the information in sentences 6 and 7 well and appears to completely answer the question.,19,16-20,new_human,0.6380621673835903
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"According to the article, the government is looking at making tax rate adjustment by increasing tax on football betting.",19,16-20,new_human,0.8442153794671357
Sentence 1 mentioned that two men left a car with smoke in the area where the explosion occurred.,18,16-20,new_human,0.5726853812372367
The machine response correctly identified that the article did not have the relevant information to answer the question.,18,16-20,new_human,0.2391163607385948
People are protesting the policy because the policy ahs imposed an increase in the price of petrol and diesel.,19,16-20,new_human,0.6690820502502747
The stories are true because there are ex-dissidents that testifies to the torture from KGB,16,16-20,new_human,0.363216542307611
Sentence 7 and 8 states that they hope more chances will be given to blacks to showcase their talents.,19,16-20,new_human,0.011057112307484981
It's seem acceptable to infer that those might be the reasons for the Sacramento Kings were not dominant.,19,16-20,new_human,0.05486425775340683
"The answer is relevant and generally accurate, but misses a small amount of info about another quake that happened",19,16-20,new_human,0.2497926079834378
The machine response is correct as the document did not give a specific reason why there are clashes,18,16-20,new_human,0.24388303254085975
"Relevant information is taken from the article, but the question cannot be answered without outside information",16,16-20,new_human,0.09481189791835781
There is no information in the article that could have been used to improve upon this answer,17,16-20,new_human,0.10464642061473471
"The answer is correct based on the document, and isn't missing anything else relevant to the question.",18,16-20,new_human,0.4130762880453076
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
"Info from sentences 11, 17, and 18 is relevant to answering the question, and the answer incorporates the info well.",20,16-20,new_human,0.3996520899790265
The answer sentence adequately talks about the reason why the Latino and black young men need urgent attention,18,16-20,new_human,0.5414611297761968
"The info needed to answer the question comes from 26, which indicates that the object was detected by radar.",19,16-20,new_human,0.5800035406859827
"It was Dean Jones who was offered $45,000, not Border. Border did not mention how much he was offered.",20,16-20,new_human,0.0653484011047662
The article confirms that there are atheist in Jerusalem because they are the ones opposing the mandatory Sabbath holiday,19,16-20,new_human,0.220905442553009
The answer sentence adequately explains Baretts belief about grading and this is evident in the document.,16,16-20,new_human,0.3767914971488413
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The response is partially correct as it missed the rescue dogs and eight tonnes of equipment, as per sentence 11.",20,16-20,new_human,0.1643379336867926
"The passage does not mention the country of the election, so ""South Africa"" in the response is unsupported.",18,16-20,new_human,0.0987853846016021
"The answer focuses on the anti-Morsi side, though the text only mentions ""throngs"" of protestors ""from both sides"".",19,16-20,new_human,0.6396631726831977
The answer is correct and complete. The family was only described as being from Aleppo's Anadan suburb.,18,16-20,new_human,0.3742549392344139
"The answer appears to be accurate, but it is entirely taken from outside sources instead of from this article",19,16-20,new_human,0.18292868247402638
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The answer is not drawn from the document. The document does not address how exactly the NDRF works.,18,16-20,new_human,0.03458467189313622
Info from sentences 25 and 23 are used to make the answer which is complete in its answer.,18,16-20,new_human,0.3494360116127074
"The answer does not directly address the ""why"" question, though the text provides no specific answer either",17,16-20,new_human,0.1205028728208883
"Sharma's brother is still unemployed, his parents live with him, and his wife is pregnant.",16,16-20,new_human,0.6675502286055146
"The response is not contained in the article, and misses the only relevant answer I can find.",17,16-20,new_human,0.11090728884864165
The new route that will be tried will be through the Bosnian Serb-held territory to the east,18,16-20,new_human,0.2418005786168091
"The response is partially correct and missed the information stated in sentences 3,4,5,7.",16,16-20,new_human,0.5303978769644235
An otherwise excellent answer was cut off before it could finish supplying the available facts from the article,18,16-20,new_human,0.6744996041391715
"It is strongly implied that the ""recent years"" are those from 2003-04 and 2009-10",16,16-20,new_human,0.10559054690259646
The document indicates that the plane went missing 38 days ago on March 8 but doesn't mention 2014.,19,16-20,new_human,0.21111768157230723
"The answer is clear, concise, and correct, as the document does not contain a specific answer to the question",19,16-20,new_human,0.10522934056480622
The fate of the residents of Joshimath is the same as what will happen to the people of Dharchula town.,20,16-20,new_human,0.08133355249149164
The document did not specify if those that are fleeing will be welcomed in neighboring towns.,16,16-20,new_human,0.02118291831718319
There is no information as to why the building codes date back more than 80 years.,16,16-20,new_human,0.2705692059698462
Anil texted the person he was just on the phone with trying to sell his exam-cheating device.,18,16-20,new_human,0.8205148810285244
"This appears to be a valid answer, but the date of discovery was not given in this article",18,16-20,new_human,0.1817253873448471
"The  response failed to mention that Sea Hub Tankers owned and operated MT Sea Tanker II, as per sentence 3.",20,16-20,new_human,0.11646784585168417
"Sentence 2 notes that it is ""a game"" providing the info needed and picked up by the answer.",18,16-20,new_human,0.23255062178219552
The answer may be correct but is largely speculation rather than info taken directly from the article.,17,16-20,new_human,0.1870123757795015
Relevant information is taken from the article in a valid attempt to answer a vague question,16,16-20,new_human,0.6162505491515048
"The information given is relevant to the question, but it speculates on the answer to the ""why"" question",18,16-20,new_human,0.6390735223220646
There is no reason to believe that Trump's actions had anything to do with Biden's decision.,18,16-20,new_human,0.13410282737173793
The answer is supported by 10 and correctly reports the most expensive ticket mentioned in the document.,17,16-20,new_human,0.5985319185167948
The machine response correctly identified that the article did not have the relevant information to answer the question.,18,16-20,new_human,0.2391163607385948
There is no way of knowing what the chances are since they don't know where the plane is.,19,16-20,new_human,0.14353541753576654
"The policies can bring about a better minimum wage, utilities subsidies and infrastructure to manage floods",16,16-20,new_human,0.2169350196124884
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"While correct, the AI should probably have noted that both sides blame each other as mentioned in #6.",18,16-20,new_human,0.2572451625309495
The athletes are hoping that they will be given equal and fair treatment according to sentence 12.,17,16-20,new_human,0.022652394772280152
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
The response is correct but misses some info (names) that could answer the question more specifically,16,16-20,new_human,0.3748718377782094
Incorrect portion is flight attendants asking for flexibility in scheduling. The airline is asking for this of the unions.,19,16-20,new_human,0.7186369590807271
"The answer is essentially correct and relevant, using info from the article to answer the question",16,16-20,new_human,0.6068110215824659
Correct. There is no specific sentence to cited as the AI seems to have constructed a summary from multiple examples.,20,16-20,new_human,0.1018300150634425
"Most of this answer was taken from outside sources, but it at least fits with the article text",18,16-20,new_human,0.6579666100234877
"The answer alludes to some outside, unseen graph, rather than taking the actual information from the article",17,16-20,new_human,0.8055903852640872
The answer is not stated anywhere in the passage. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
The answer is correct in stating that the person asked about is not mentioned in the document.,17,16-20,new_human,0.1620878505789562
"This appears to be a very comprehensive and accurate answer, but it was not taken from the text.",18,16-20,new_human,0.10104040291886507
The response is partially correct as it missed other reasons stated in sentences 5 and 13.,16,16-20,new_human,0.21245910083384592
"The relevant available information is included in the answer, but there is also some outside information",16,16-20,new_human,0.5844066358732574
"The response is irrelevant to the question. It missed the information in sentences 4,7,8,12,13,14.",19,16-20,new_human,0.6137132942906388
The answer is pretty good but may miss some details about the specifics of the unfinished business,17,16-20,new_human,0.6934009396645774
Sentence 50 confirms the reason why the players wear all the protective wraps that they wear,16,16-20,new_human,0.1685977759508678
The interviews are pre-taped so that they can be aired during the Super Bowl according to the article.,19,16-20,new_human,0.0689347551452474
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The response doesn't answer the question correctly. It missed the information in sentences 10,11,12,13.",18,16-20,new_human,0.5037339584548288
The article doesn't mention the name of the ultra-Orthodox city lawmaker who drafted the law.,17,16-20,new_human,0.45628975683138173
The article does not go into detail as to how the sanctions will affect the economy.,16,16-20,new_human,0.07838727671728857
"The answer is only correct in the technical sense, but it clearly was not based on the article",18,16-20,new_human,0.32519659516232285
"Paetongtarn wants policies which include minimum wage increases, utilities subsidies, high-speed rail systems and better infrastructure.",17,16-20,new_human,0.5853779290676039
It can be assumed from sentence 4 that he gave up on politics because he was getting too old.,19,16-20,new_human,0.024867091319113452
"They make the organs by putting a lot of ingredients together to make them, much like a cake.",18,16-20,new_human,0.5073620804491894
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
The article does not explain why the Russian women leave or why it's a problem.,16,16-20,new_human,0.0751262719193013
The response is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.23794031492025103
"The response is incorrect, and misses all of the relevant information in the article that would answer the question.",19,16-20,new_human,0.30548627937254325
The people were confused by the messaging and some were not convinced they could even make a difference.,18,16-20,new_human,0.27156894517576247
The answer isn't missing anything relevant but draws conclusions that aren't explicitly stated in the text,18,16-20,new_human,0.23482183331640014
"It doesn't happen often, there is a 10 million to one chance that a plane would lose all engines.",20,16-20,new_human,0.03952184422684708
"The text does not really address the ""why"" question, but relevant information is included in the answer",17,16-20,new_human,0.18291305770211122
Speaker Narwekar said the ECI had recognized them as the Shiv Sena and the office now belonged to them.,19,16-20,new_human,0.4539370596084783
The response contains all the information in passage that answers the question and is thus correct.,16,16-20,new_human,0.4233769044840161
"This answer is reasonably inferred from the text, even though not all of it is stated explicitly in the article.",20,16-20,new_human,0.09663039074313988
"The information in the answer is backed up by information and examples included in 2, 4, 5, 6, and 19.",20,16-20,new_human,0.5917435629203941
Sentences 12 and 33 of the document are used to create a complete answer to the question.,17,16-20,new_human,0.33788247335377325
"The document is focused on Turkey as where the earthquake occurred, so Adana city is in Turkey",17,16-20,new_human,0.46847049496715293
"The response is partially correct because ""calling plays, reading defenses"" are not supported by the passage.",16,16-20,new_human,0.15572812392166144
The response is useless and misses all of the important information from the document to answer the question.,18,16-20,new_human,0.5283822649798547
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The response just repeats the target sentence and doesn't mention the details of the event, as per sentence 2.",20,16-20,new_human,0.06797558488668788
"One of the entities mentioned is not in the text, and the response misses some lines with relevant info",19,16-20,new_human,0.28681547499766247
"The answer just repeats the information already stated, though the article doesn't really answer it in any meaningful way.",20,16-20,new_human,0.3668635105264461
The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.,16,16-20,new_human,0.1938794676242479
"""The answer is"" is not a sufficient response, and vast amounts of information in the article were ignored",18,16-20,new_human,0.10524498399010893
Sentence 3 confirms the name of the British man that was mentioned by the machine response. .,16,16-20,new_human,0.423665606910082
It's reasonable to conclude that this is the same township as referred to in sentence 1.,17,16-20,new_human,0.029046784565581116
"The people of Joshimath most likely suffered destruction of their homes, tradition and culture due to the blasting and tunneling",20,16-20,new_human,0.42555651250411475
The article doesn't mention when Jalen Hurts was in high school or even mention 2020.,16,16-20,new_human,0.17553557148560212
This is as much information as can be taken from the article (without resorting to speculation),16,16-20,new_human,0.025098291215630012
"The respondent appears to be having a breakdown, and has missed some relevant information in the article",17,16-20,new_human,0.5504078243298894
"The answer includes some reasonable speculation, but it at least fits with the limited information in the text",18,16-20,new_human,0.8590550957399445
"It is considered a bloody war because many people have been displaced, many infrastructures have been destroyed.",17,16-20,new_human,0.1678200061922885
"The answer is generally good and accurate, but the last sentence is cut off and incomplete.",16,16-20,new_human,0.19341407997040047
The NDRF serves as a rescue mission during the time of disaster according to the document.,16,16-20,new_human,0.6217273336506203
The machine response answered the question correctly and with all relevant information presented in the article.,16,16-20,new_human,0.7087850919405148
"The article does not go into why businesses pass their costs on to customers, just that they do.",18,16-20,new_human,0.049478897153770046
The article did not specifically mention the family members but it can be assumed that is Khansa Laila's family,20,16-20,new_human,0.042304405085730405
The answer does not align with sentence 20 of the document which notes that the search has been ongoing for 38 days.,22,21-25,new_human,0.064505935705255
"The response is generally good and helpful, but not 100% relevant since the last sentence is cut off and therefore incomplete.",21,21-25,new_human,0.08723784691823823
Sentence 6-12 talks more on the things that needs to be done so as to get horticulture back to been a priority.,23,21-25,new_human,0.05804174273453022
"The response is poor, though the words are in the document, it does not answer the question and misses the most important line",23,21-25,new_human,0.2310590314168437
"The car that was filled with smoke was the cause of the explosion, explosives might have been placed inside the car.",21,21-25,new_human,0.6161561266600815
"Only the last sentence in the response is supported, the other sentences are unsupported. It also missed the possibility as per sentence 24.",23,21-25,new_human,0.061490973626573055
"Sentence 4 and 5 confirms his passion for Africa and his interest in River Nile, hence his reason for undertaking the challenge",22,21-25,new_human,0.6420556010054441
Funding has been cut and personnel fired due to financial issues. The government is just not giving the educational system the help it needs.,24,21-25,new_human,0.13145911507524277
"The document does not state what happened to the chief officer in question, thus it is not possible to answer the question.",22,21-25,new_human,0.0628760418905503
The response may be somewhat correct but isn't directly stated in the article and could be more specific and helpful,21,21-25,new_human,0.02532046730631326
"The answer is supported by info in 2, 3, 5, 6, and 38. This info is summarized well and serves to answer the question.",24,21-25,new_human,0.45449203501296825
"The question is not directly answered by the article, but the answer makes a reasonable assumption (and labels it as such)",21,21-25,new_human,0.11282107813306556
The response is mostly correct but contains some speculation or inference rather than only relying on information directly in the article,21,21-25,new_human,0.4739270686002971
The article talks about the coup which took the previous leaders out of power when they were yet to complete their intending projects,23,21-25,new_human,0.689024502433966
"Based on sentence 5, they likely must have used the size of the oil field to estimate how much production they would have.",23,21-25,new_human,0.07193376872411407
It took three years to plan because he was going on a very long journey through six countries and needed to be very well prepared,25,21-25,new_human,0.39981997035923145
Sentence 5 states that the refugee camp is in Panama which is situated in the US bases according to sentence 7,21,21-25,new_human,0.07592912155213605
The article did not specify the reason for passing of costs to consumers but it could be due to the high price on imported goods.,25,21-25,new_human,0.14373827359088348
The document doesn't specify any of the what the answer says. It also doesn't specify when the medium was invented.,22,21-25,new_human,0.21173450544575362
"Another part of the article offers more information (which could even contradict the answer, if 1992-93 season meant an earlier date)",22,21-25,new_human,0.240713828572586
"The answer indicates who they are rebelling against, not why they are rebelling. The info needed to answer that is not provided in the document.",25,21-25,new_human,0.01419910439823827
"The answer is supported via information within sentences 3, 11, 12, and 8. It effectively summarizes the situation with this data.",21,21-25,new_human,0.47967990021502765
"Sentence 3 backs up the machine response, Franklin Roosevelt was the president who opened the white house door to the reporter",21,21-25,new_human,0.6444499545742436
The document states that the NDRF is a rescue mission that goes out to help people after a natural disaster has occurred.,22,21-25,new_human,0.37811551493759343
"The response is incorrect, unsupported and repetitive. The answer is not stated in the document anywhere. This makes the response incorrect and unsupported.",23,21-25,new_human,0.19880388370978178
The article provides no further useful details to answer the question. The response appears to be outside information and is not supported by the article.,25,21-25,new_human,0.1040411916529101
"The answer is incorrect. Sentence 7 specifically notes that the project will adversely impact both the environment. culture, and tradition of the valley.",23,21-25,new_human,0.11927280522056523
"The response may be somewhat relevant, but uses some outside info and/or speculation, and misses important info in the article",21,21-25,new_human,0.1444661919744098
"The Sherpas also carry nearly all the equipment, fix ropes, help weak climbers, and deal with climbers with little or no experience.",22,21-25,new_human,0.30546788982116097
This response incorrectly states that the information is not in the document. It missed the information in sentences 5 and 7  in the document.,24,21-25,new_human,0.16490657053609664
The answer fails to provide any information. Sentence 7 notes the needed information. At stake is a new contract according to what is written there.,25,21-25,new_human,0.4295458101407854
"The article does not explain why it took three years to plan but there are many, many details that need to be taken care of.",25,21-25,new_human,0.0569019971537181
The answer speaks more to when Trudeau learned of the incident rather then how. The document never specifies how he was informed.,22,21-25,new_human,0.3735011017558693
"Also, based on the article, people will have to relocate, properties, culture and tradition will be damaged due to the project",21,21-25,new_human,0.1893246448634082
"They are halting convoy at will because they are fighting against a decision by the Muslim-Croat, this is evident in sentence 21",23,21-25,new_human,0.08413210219487605
"The article did not say that the clashes began on Saturday, just that reports about them were made on that day",21,21-25,new_human,0.11087726266598125
"The article does not really address how a broader budget deficit would affect the economy, but does hint at how it would affect the clubs",25,21-25,new_human,0.038810737291646434
"In the article, Gerrald Moris was the one given most of the speech, so he is the education lobbyist that made the statement",23,21-25,new_human,0.21429069239003506
The article says they were nit happy with the outcome of the election that brought a black-led government into power,21,21-25,new_human,0.6803082601505297
"The answer ""Yes"" or ""No"" is not mentioned in the passage, it just says they used the approach, so the response ""Yes"" answer is unsupported.",25,21-25,new_human,0.04279772431408644
Info from sentence 1 of the document is summarized to make the answer and it does a good job addressing the question.,22,21-25,new_human,0.20918174396696132
"The answer could be more detailed, pointing out how the MLS team's name will be changed, but otherwise, it is valid",22,21-25,new_human,0.07698218406369146
The article does not say how many children have been found but it does say more than 260 wounded children are still unidentified.,23,21-25,new_human,0.02485730067953999
"The problem is lack of funding and bad programs. Schools cuts social workers, psychologists, and counselors in order to save money",21,21-25,new_human,0.47178884411453287
