premise,hypothesis,label,label_name,explanation
Woman in front of what appears to be a storefront with the display window completely covered in newspapers.,A woman stands in front of a building with covered windows.,0,entailment,"The hypothesis conflicts with the premise. The premise states A man looking at green wineglasses on a table, which contradicts the claim that The man is holding the wineglass in his hand."
A man in a yellow rain jacket is playing a musical instrument amidst black and white birds.,A man is playing his saxophone surrounded by pigeons.,1,neutral,"The premise gives related context (Boys running up a stone road towards a brick building), but it does not provide enough evidence to confirm or deny that boys are running towards their house."
Two Asian men wearing dark clothes are looking down near wooden crates,The men are familar with the crates.,0,entailment,"The hypothesis conflicts with the premise. The premise states Cheerleaders throw girl in air, which contradicts the claim that Cheerleaders are 80 years old and fat."
A group of people are shown skydiving as they fall through the sky.,"A group of skydivers, mid-flight.",0,entailment,"The hypothesis conflicts with the premise. The premise states Three men in uniforms and hard hats riding in a boat in choppy water had just, which contradicts the claim that The women are taking a ride on a train."
A cleaning team is having a picture.,Some workers are taking a break.,1,neutral,"The premise gives related context (A man is walking on rocks with water flowing around them), but it does not provide enough evidence to confirm or deny that The man is crossing a stream in the woods."
A man practices with a three section staff in front of a red curtain.,a man practices in front of the curtain,0,entailment,The hypothesis is supported by the premise: Race car driver sitting in his race car. This is consistent with the claim that A driver sits in his race car.
Boy jumping in the air with a girl on the couch punching towards him.,Nobody has their fist clenched.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A woman taking picture of her pet in her home, which contradicts the claim that A man drawing a flower outside."
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,cop laying on a park bench,2,contradiction,"The premise gives related context (Person driving a one man atv pops it to two wheels in the sands), but it does not provide enough evidence to confirm or deny that They are doing stunts on the beach."
a man sings into a microphone on stage.,A sad man sings into a microphone on stage.,1,neutral,"The premise gives related context (Three women paddle their small boats along the river), but it does not provide enough evidence to confirm or deny that Some people in a boat."
With majestic pride the horse soars over the miniature barn as the rider holds on.,A tall rider.,1,neutral,"The hypothesis conflicts with the premise. The premise states A line of costumed figures hold opened books on the grounds where a Renaissance Fair is, which contradicts the claim that Everyone in the photo is wearing modern clothing."
Two women working in a lab with paper on the lab table.,Two humans indoors.,0,entailment,"The premise gives related context (A cat standing on carpet is interested in a piece of string in the air nearby), but it does not provide enough evidence to confirm or deny that A cat is about to attack the string."
A person drives around a futuristic looking vehicle while a man approaches her and a crowd watches.,The crowd is watching a jet fly overhead.,2,contradiction,The hypothesis is supported by the premise: A man is kneeling down with a child on a beach where bright blue and red. This is consistent with the claim that The man and child are outside at the seashore.
A girl wearing pink is walking ahead of a boy wearing blue along a path in the woods.,The girl is walking a dog.,1,neutral,The hypothesis is supported by the premise: A little boy pours sand from a shovel into a pail. This is consistent with the claim that A boy pours sand from a shovel.
A woman is dancing on stage in front of a screen.,A woman in a play.,1,neutral,"The hypothesis conflicts with the premise. The premise states a woman sitting on her stoop next to a bike, which contradicts the claim that the boy is jumping up and down."
A religious float is surrounded by people at a street festival.,The street festival is outside.,0,entailment,"The hypothesis conflicts with the premise. The premise states A black haired woman behind a podium is giving a speech to a large crowd, which contradicts the claim that Fans watch a football game."
A bride and groom share a kiss.,A bride and a groom french kiss.,1,neutral,"The hypothesis conflicts with the premise. The premise states a crowd of people on an asian style street, which contradicts the claim that People on an American style street."
Several Asians eat food outdoors.,A group of people are eating noodles on a picnic table.,1,neutral,The hypothesis is supported by the premise: A boy that is wearing a brown hat and shoes that have red soles is on. This is consistent with the claim that There is a boy swinging at the park.
a motorcycle rider is slightly airborne on a motocross circuit,The motorcyclist is in a race.,1,neutral,The hypothesis is supported by the premise: A woman with long blond hair wearing a mid length coat black heeled shoes is looking. This is consistent with the claim that The woman is wedding shopping.
A little boy is holding a skinny baseball bat while standing between two rows of blue seats.,The boy is holding a skinny yellow bat as he stands next to the bleacher seats.,1,neutral,The hypothesis is supported by the premise: A woman wearing red flip flops site on a wall while listening to something with headphones. This is consistent with the claim that A person in flip flops.
A brunette with a lei around her head.,A blonde man with a lei around his head.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Female painter is painting on a vase with three people watching her, which contradicts the claim that A woman is carving a sculpture."
Men in orange work suits and hard hats working.,Some people are working with heavy tools.,1,neutral,"The premise gives related context (A man working on a train track), but it does not provide enough evidence to confirm or deny that A man tries to fix the tracks."
Three girls in gold' Native American' costumes dance on a football field while several young men in dark blue uniforms play drums behind them.,they put on a show for the fans,1,neutral,"The hypothesis conflicts with the premise. The premise states A person rides a bike off the top of a hill and is airborne, which contradicts the claim that The person is roller skating."
two men wearing black in a city,The men are hot.,1,neutral,"The hypothesis conflicts with the premise. The premise states A woman and man cut rolled up dough into small pieces, which contradicts the claim that The woman and man are cooking chicken."
The cat is looking out of a window situated above ground level in a building.,A cat looks out a window.,0,entailment,The hypothesis is supported by the premise: A girl dressed in pink and white runs along the beach. This is consistent with the claim that A girl runs on a beach.
Man with long black hair using a mic in the midst of a musical performance as the crowd watches.,A man is attempting to rock climb infront of a crowd.,2,contradiction,The hypothesis is supported by the premise: A photographer is standing with a boy and his photography equipment. This is consistent with the claim that They are interested in photography.
a woman bends down to reach in a plastic bag.,There is a bag.,0,entailment,"The hypothesis conflicts with the premise. The premise states A dog races through the woods, which contradicts the claim that A dog is playing on the beach."
Two men are working in a shop.,two men shop at the store regularly.,2,contradiction,The hypothesis is supported by the premise: Six men two wearing hats are sitting in a small boat on the water. This is consistent with the claim that Guys in a boat.
The colors of the woman's clothing do not coordinate.,The woman's outfit colors do not match,0,entailment,"The premise gives related context (A baseball player is in the air over another player who is on te ground touching), but it does not provide enough evidence to confirm or deny that The baseball players are smiling because they just won the game."
Young boy bouncing off a trampoline.,The boy broke his arm last year.,1,neutral,"The premise gives related context (A lady with brown hair holding a box with a carved face on it), but it does not provide enough evidence to confirm or deny that A lady holding a box of kittens."
"A boy and a girl are seen, from below, inside a horizontally-suspended tire which attached by a three chains to a horizontal support.",They are on the playground.,1,neutral,"The hypothesis conflicts with the premise. The premise states Onlookers view an activity in awe, which contradicts the claim that People are looking at a video."
"Four cute elderly lady friends are waiting together on a bench under a large tree, and a younger woman with blond curls and yellow skirt sits off to the side.",Four friends are waiting for something.,0,entailment,The hypothesis is supported by the premise: A young man in black is snowboarding during a heavy snowfall. This is consistent with the claim that A guy is snowboarding in the snow while wearing black clothing.
Two asian children grab hands while in a piece of playground equipment.,Two asian kids grab hands while in a piece of playground equipment.,0,entailment,"The hypothesis conflicts with the premise. The premise states A white kitchen corner displaying a microwave garbage bin dishes stove and other items, which contradicts the claim that The kitchen corner is gray marble."
"A middle-aged woman with a young, edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board.",A woman in a restaurant kitchen preparing for the breakfast rush.,1,neutral,"The premise gives related context (The stylish couple are walking about the town), but it does not provide enough evidence to confirm or deny that A young couple walk about the town after prom."
Two soccer teams playing a game.,There is a group of people playing basketball.,2,contradiction,The hypothesis is supported by the premise: Five members of a band are playing a song. This is consistent with the claim that the band plays a song.
A man is carrying a woman over her shoulders on the beach.,The woman is walking.,2,contradiction,The hypothesis is supported by the premise: Several people on a busy street or perhaps at a fair. This is consistent with the claim that There is a crowd.
"Two women in green shirts, one of them in red glasses, are watching an event outside and smiling.",the women are funny,1,neutral,"The premise gives related context (A young man is standing in front of the Candy Cafe with a small tree with), but it does not provide enough evidence to confirm or deny that A man is waiting for his date outside the cafe."
A man in red swim trunks is in midair above the people in the water below.,He is midair above the people in the water below.,0,entailment,The hypothesis is supported by the premise: Two men drink beer out of tall drinking glasses. This is consistent with the claim that There are men who have tall things to drink from.
A man in a blue shirt barbecues meat outside.,A man cooks on a barbeque.,0,entailment,"The premise gives related context (A pedestrian side way in a city), but it does not provide enough evidence to confirm or deny that A wide lane for pedestrians downtown."
People use their hands and arms to create a tunnel for a man in white shorts to scurry through.,A man scurries through a man made tunnel.,1,neutral,The hypothesis is supported by the premise: The traffic lights are painted yellow. This is consistent with the claim that The traffic lights are painted.
A right-handed pitcher for the Saints is throwing a pitch.,A pitcher is trying to win the world championships.,1,neutral,"The hypothesis conflicts with the premise. The premise states A man works on a bicycle that's set upside down in front of two cars, which contradicts the claim that A man is driving his car."
"Woman in a leopard print outfit, walking in the street and a man in a dark blue jacket and denim jeans walking in the opposite direction.",A woman walks by a man on the street.,0,entailment,"The hypothesis conflicts with the premise. The premise states All the people sitting on the subway are reading except for one man who is checking, which contradicts the claim that A man doesn't use a mobile phone."
A little girl is touching a man's face while riding on his shoulders.,A girl is covering her father's eyes while perched on his shoulders.,1,neutral,"The premise gives related context (Several people are shopping at an outdoor farmers market), but it does not provide enough evidence to confirm or deny that Several people are looking for homegrown fruits at a market."
The soccer player in the checked shirt is moving the ball pursued by the players on the other team.,The soccer player in the checked shirt is joyously moving the ball,1,neutral,"The premise gives related context (A man escorting a woman down a hallway), but it does not provide enough evidence to confirm or deny that A man takes his wife home."
Two friends get their picture taken in front of a large pier.,There are people by the pier.,0,entailment,The hypothesis is supported by the premise: Image is of a group of people walking on a wide walkway with multistory buildings in. This is consistent with the claim that There are several people in this photo and they are all outside.
An older man shows how to use a machine.,The man is the bossman at work.,1,neutral,"The premise gives related context (Several children are in a tree laughing and with their hands on their chins), but it does not provide enough evidence to confirm or deny that Several children are in a tree they just climbed laughing and with their hands on their."
A young man is shooting pool.,A young man at home watching a movie,2,contradiction,The hypothesis is supported by the premise: A skateboarding man with no shirt does a trick and people walk in a busy city. This is consistent with the claim that A man hangs out in a city.
A person with an orange shirt jumping in a trampoline,A person wearing orange setting up a trampoline.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A woman cyclist in a shirt wearing a bike helmet waits with a child passenger at, which contradicts the claim that Two people and a child are all wearing seatbelts."
"A man talks on a cellphone, while standing in front of a Dale Earnhardt, Jr., display.",A man talks to his friend about a Dale Earnhardt Jr. display he is considering purchasing.,1,neutral,"The hypothesis conflicts with the premise. The premise states a man in a red uniform jumping on a sports field, which contradicts the claim that A man is eating a burrito."
A bald man walking among columns on a sidewalk.,The man walked among the columns.,0,entailment,The hypothesis is supported by the premise: Women beach volleyball teams compete during London Olympics. This is consistent with the claim that The team competed during the Olympics.
Candles are lit on a cake while a man holds a baby.,A man's birthday cake is lit as he holds his son.,1,neutral,"The premise gives related context (A group of college students gathers to play texas hold em poker), but it does not provide enough evidence to confirm or deny that The students are gambling."
"A Large statue in the middle of a park and in front of a large, historic building.",The park is only for dogs.,1,neutral,"The premise gives related context (a fat police officer and a fat lady sitting together while the police officer flips through), but it does not provide enough evidence to confirm or deny that An overweight police officer sitting next to an overweight woman at a police station as his."
"Two men talk while the one on the right holds in his left arm, and the one on the right holds a notebook behind him, they are in a field.",The men are indoors,2,contradiction,The hypothesis is supported by the premise: A girl on a swing suspended by a rope in a rural area. This is consistent with the claim that The girl is on a swing.
A man on a yellow surfboard rides an easy wave.,The man is an expert surfer.,1,neutral,"The hypothesis conflicts with the premise. The premise states A woman in a white shirt is looking through objects at a store, which contradicts the claim that A man is looking through his kitchen cabinets."
A little girl cuddles a kitten while she looks at Christmas presents and an older woman looks on.,The girl is holding a kitten,0,entailment,"The premise gives related context (Dogs are pulling a person on a sled in the snow), but it does not provide enough evidence to confirm or deny that The person is wearing gloves."
Artist painting on a canvas.,A person is making a sculpture.,2,contradiction,The hypothesis is supported by the premise: A child asleep in a car with the window open. This is consistent with the claim that A tired child is sleeping in an open windowed car.
Three dogs of various sizes.,There is one dog.,2,contradiction,"The premise gives related context (A little boy wearing an orange shirt is sitting on a purple chair), but it does not provide enough evidence to confirm or deny that The boy is relaxing."
"Many young adults, doing various activities in an open green space.",many people are in a purple space,2,contradiction,"The premise gives related context (A child riding a bike in a circle by a body of water), but it does not provide enough evidence to confirm or deny that A child can't wait for his mom to leave so he can bike through the puddle."
A man in a pink shirt speaks into a microphone.,A man is giving a speech on freedom.,1,neutral,"The hypothesis conflicts with the premise. The premise states A man and woman sit at a table in a restaurant, which contradicts the claim that They are at a funereal home."
"A large number of people gathered at an event, eating under an umbrella.",They are outside,1,neutral,The hypothesis is supported by the premise: A young girl sits on the edge of a sink. This is consistent with the claim that A girl sits on a sink.
a girl doing a cartwheel in front of a crowd,A girl lies on the ground after failing to raise money for her starving family on the street.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Here is a little boy whose being very cooperative and sweeping the outside porch area with, which contradicts the claim that A little boy yelling loudly and protesting while he is being made to sweep the porch."
Young children compete in a co-ed soccer game.,Children are playing in a youth league on a Saturday morning.,1,neutral,"The hypothesis conflicts with the premise. The premise states Two men are standing by a red door, which contradicts the claim that the men are sitted."
A man using potting soil to plant things.,A man is planting some flowers for his wife.,1,neutral,The hypothesis is supported by the premise: A large crowd of people are sitting outside of a store. This is consistent with the claim that A group of people sit outdoors.
A child is getting their haircut.,A child is eating a sucker.,2,contradiction,"The premise gives related context (A man in a gray shirt talks to a young woman in a white jacket in), but it does not provide enough evidence to confirm or deny that The man and woman go to the church together."
"Two teenage girls jumping in a yard, with a two story brown building in the background, while holding each others right hand.",There are two teenage girls.,0,entailment,The hypothesis is supported by the premise: A person taking pictures in the mirror. This is consistent with the claim that a person taking selfies.
The laughing boy holds a water bottle while a lady with wet pants walks nearby.,a man does the polka,2,contradiction,"The premise gives related context (A man on a cellphone walking past four signs that all say NEVER SLEEP AGAIN), but it does not provide enough evidence to confirm or deny that The lettering of the signs are in neon colors."
A woman performing acrobatic feats on a pole outside.,A woman doing a show on a pole.,0,entailment,"The hypothesis conflicts with the premise. The premise states A blue eyed woman with red hair and glasses looks up at the camera while holding, which contradicts the claim that Nobody is holding anything."
A girl at a farm swings on a rope.,There is a boy inside the house.,2,contradiction,"The premise gives related context (Several shirtless dark skinned men with their arms held high engaged in a ceremony), but it does not provide enough evidence to confirm or deny that Shirtless men and women enjoy the ceremony."
"A woman sitting in an art museum, writing.",The woman is in a park.,2,contradiction,The hypothesis is supported by the premise: Two young boys are playing in the bleachers at nice designed park area. This is consistent with the claim that the boys are young.
A man wearing blue is being transported by a bicycle taxi.,the man is a farmer,1,neutral,The hypothesis is supported by the premise: The thin older man wearing an orange striped shirt and gray pants carries his tools on. This is consistent with the claim that The man is older and thing.
A man and woman walking with three dogs and a man in a yellow jacket in the background.,Nobody is wearing yellow clothing.,2,contradiction,The hypothesis is supported by the premise: Basketball players engage in trying to stop the other team. This is consistent with the claim that Humans participating in a sport.
A man in blue slacks addresses an audience and reads a piece of paper.,A speaker wearing blue reads from a sheet of paper.,0,entailment,The hypothesis is supported by the premise: A child walking along side long legged birds. This is consistent with the claim that A child walks by birds.
Local villagers going home after a day of harvesting crops.,Villagers returning from harvest.,0,entailment,The hypothesis is supported by the premise: A man in hiking gear walking across a shallow waterfall. This is consistent with the claim that A man is walking.
Two men fix a red bike on a street corner.,two men had brooking bikes,1,neutral,"The hypothesis conflicts with the premise. The premise states A man in a yellow outfit riding a yellow motorcycle, which contradicts the claim that The man is driving a bus."
People are gathered in a crowd.,A crowd has gathered.,0,entailment,"The premise gives related context (A man wearing a blue t shirt and jeans is sitting on a fence), but it does not provide enough evidence to confirm or deny that Man with blue shirt is sitting on green fence."
man in a boat looking at a disaster.,The man is in his living room,2,contradiction,The hypothesis is supported by the premise: An old man playing a game at the casino. This is consistent with the claim that An elderly man plays.
There are two men and one female sitting down and looking at their laptops in front of a window.,People riding horses through a cafe window.,2,contradiction,The hypothesis is supported by the premise: Two jacketed men with double barreled shotguns carry home prey that they have shot on a. This is consistent with the claim that Two men are carrying prey they hunted.
A bald ma in a red shirt sleeping on a motorized scooter.,A man is sleeping on his Honda.,1,neutral,"The hypothesis conflicts with the premise. The premise states A young boy in a blue shirt skateboard down the street to the local video rental, which contradicts the claim that A person on their bike riding on a dirt road."
A man in a rowboat is rowing across blue water.,He is rowing across the ocean.,1,neutral,The hypothesis is supported by the premise: Two men with shaved heads both wearing white shirts are practicing underwater diving. This is consistent with the claim that Two bald men are in water.
People protesting immigration.,People are upset.,0,entailment,"The premise gives related context (A young girl sits on a tree stump in the woods), but it does not provide enough evidence to confirm or deny that A young girl is lost in the woods."
Three friends chat in the backyard during a hot summer day.,Three friends are sleeping in beds.,2,contradiction,The hypothesis is supported by the premise: a female hiker is looking at the view of some mountains. This is consistent with the claim that A female is hiking.
Boy in green sweater with white stripe on sleeve standing on wood planked floor with body of water in the background.,It is cold outside.,1,neutral,"The hypothesis conflicts with the premise. The premise states People are standing at a booth, which contradicts the claim that People are waiting at a country club bar."
A man in a white and blue kimono is using a broom to sweep pavement.,A man is sweeping inside his apartment.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two women in brightly colored tee shirts and hats sit beside a black backpack on a, which contradicts the claim that Two women are walking down a dusty trail."
A happy family at thanksgiving.,A family eating Thanksgiving Dinner together.,1,neutral,The hypothesis is supported by the premise: A young girl wears a shirt and shorts as she plays in the ocean's surf. This is consistent with the claim that A young girl plays in the surf.
Two people pose for a picture wearing sombreros.,Two people are posing wearing cowboy hats.,2,contradiction,"The premise gives related context (A child in a striped dress and a woman in a black dress), but it does not provide enough evidence to confirm or deny that A mother and child model dresses."
A bunch of birds outside of a building.,The birds are outside.,0,entailment,"The hypothesis conflicts with the premise. The premise states An expectant woman happily lets another listen to the baby inside of her, which contradicts the claim that A woman shares photos of her unborn child smiling."
"A black male in a green t-shirt and blue jeans, playing violin while seated in a green chair.",The male is blind.,1,neutral,"The premise gives related context (A group of women are all wearing orange bikina tops and orange saroog skirts), but it does not provide enough evidence to confirm or deny that The group of women are wearing bikini bottoms."
Two people stand against a wall after a workout.,Two men chat at the Gym.,1,neutral,The hypothesis is supported by the premise: A girl with red pants drives a scooter. This is consistent with the claim that A girl is in motion.
Brown and white dog is trotting across dirt with trees in the background.,The dog is outdoors.,0,entailment,"The hypothesis conflicts with the premise. The premise states Young lady takes a walk on a bridge listening to music, which contradicts the claim that she is under the bridge."
"Workers, adorning hard hats, are helping to complete a project.",the workers are helping,0,entailment,"The hypothesis conflicts with the premise. The premise states Women manually turns a vintage Singer sewing machine, which contradicts the claim that A woman is painting a picture."
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,A woman ordering pizza.,1,neutral,"The premise gives related context (A middle aged black man is sitting down looking straight in our direction), but it does not provide enough evidence to confirm or deny that A middle aged man sitting on a bench outside at the edge of a park looking."
Two dogs are playing with a red and white ball,Two dogs chase a cat.,2,contradiction,"The premise gives related context (A man is helping his daughter with her shoes by a swimming pool), but it does not provide enough evidence to confirm or deny that A man helps his daughter to wear her shoes."
A bunch of cowboys are awaiting their challenge of catching a live animal.,The competition to determine the best steer roper is about to begin.,1,neutral,"The hypothesis conflicts with the premise. The premise states A girl wearing rain boots sitting with her bag from totes, which contradicts the claim that Some girl is filling her bag with rain water."
"A number of people in white cowboy hats are sitting on horses and talking, while a man in a black cowboy hat sits on a nearby fence.",cowboys talk cow-logistics,1,neutral,"The premise gives related context (A rugby player is running with the ball as a defender moves to intervene), but it does not provide enough evidence to confirm or deny that The rugby player with the ball is about to score."
Two black dogs are fighting in front of a tan sofa.,Dogs are fighting over a toy.,1,neutral,"The hypothesis conflicts with the premise. The premise states The man is playing in the yard with two dogs, which contradicts the claim that The man is playing with his dogs in the living room."
Man giving female a leg up onto tree.,Two people are playing on tire swings,2,contradiction,"The premise gives related context (A little girl with a blond ponytail pink shirt and brown skirt plays with a Mallard), but it does not provide enough evidence to confirm or deny that A little girl plays with her pet duck."
A man wearing a gray jacket is playing the piano on the sidewalk.,A man is jumping rope.,2,contradiction,"The premise gives related context (Two women carrying grain on their head), but it does not provide enough evidence to confirm or deny that Two women walking 5 miles with grain to their home."
A group of children sit on the floor against a brick wall while a woman observes them.,The kids are playing dodgeball.,2,contradiction,"The premise gives related context (little boy on beach with yellow shovel), but it does not provide enough evidence to confirm or deny that little boy on a sandy beach with yellow shovel."
"A man in a blue shirt and dark blue zipper jacket looks generally off in the distance while two women, one in a multicolored purple shirt and the other in a light blue short-sleeved shirt walk toward the foreground of the picture in what looks like some sort of market.",a photograph of a man and two woman,0,entailment,"The premise gives related context (A closeup of a man holding a baby wearing a blue shirt), but it does not provide enough evidence to confirm or deny that The man is holding his child."
Two dogs are on a white carpet with one of the dogs showing its fangs.,Some animals on a carpet,0,entailment,"The premise gives related context (This female is ready to fight if need be she is trained), but it does not provide enough evidence to confirm or deny that This female is read to fight she is trained in karate."
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",A female speaker is at a podium,0,entailment,The hypothesis is supported by the premise: A street corner with a blue truck and a red car sitting parked. This is consistent with the claim that There are vehicles parked.
four men sitting in the shade under a tree.,Four are standing in the sun,2,contradiction,"The premise gives related context (Six children in lacrosse uniforms and helmets run on a field), but it does not provide enough evidence to confirm or deny that The six children are all on different teams."
Several costumed people walking down a hall.,A costume party is occurring in a hallway.,1,neutral,"The hypothesis conflicts with the premise. The premise states A long haired man plays his guitar with inspiration, which contradicts the claim that A man tap dances."
A boy sleeps in a hospital bed while wearing a cast on his arm.,A girl dancing on the sidewalk,2,contradiction,"The premise gives related context (Fingernails are being painted read by another person), but it does not provide enough evidence to confirm or deny that A cosmetologist is painting fingernails."
"HO King produce store offering snow peas, broccoli, and napa.",HO King store offering vegetables.,0,entailment,"The premise gives related context (A cyclist jumps in the air near the Grand Canyon), but it does not provide enough evidence to confirm or deny that The cyclist is trying to jump over the Grand Canyon."
A young boy is skateboarding in front of a monument in a plaza.,A young boy is skateboarding in front of a monument in a plaza.,0,entailment,"The premise gives related context (A man in a light blue shirt with a yellow and black scarf is making a), but it does not provide enough evidence to confirm or deny that A young man making a plate for his school project."
Girl with turtleneck sweater and guy with large bushy hairdo wait to cross road.,The girl and guy are outside waiting to cross the street.,0,entailment,"The hypothesis conflicts with the premise. The premise states A white and brown dog is running over orange leaves, which contradicts the claim that A dog is running over paper strewn about."
two teens and a kid ice skating,three young people ice skating,0,entailment,"The hypothesis conflicts with the premise. The premise states A man in red shorts hits a volleyball in the air as another man watches, which contradicts the claim that Two women are playing volleyball."
Several people gather outside on a sunny day near white and teal tents.,A police officer makes an arrest.,2,contradiction,"The premise gives related context (Little boy hitting a princess pinata), but it does not provide enough evidence to confirm or deny that A little boy is wearing a blindfold and holding a baseball bat."
A brown and white dog jumps over a dog hurdle.,A dog chases another dog over a hurdle.,1,neutral,"The hypothesis conflicts with the premise. The premise states Men prepare a sailing ship at a dock, which contradicts the claim that The men are out at sea."
A man holding a microphone in front of a person's face.,The man is conducting an interview.,1,neutral,"The premise gives related context (A person in a white shirt wearing a tie singing with a band), but it does not provide enough evidence to confirm or deny that The fancy person sings Opera."
A man and a smiling woman sit at a dining table with many plastic cups on it as a person next to them eats out of a bowl with chopsticks.,A person is eating with chopsticks.,0,entailment,"The hypothesis conflicts with the premise. The premise states A man in a suit carrying a briefcase walks on a sidewalk near a puddle reflecting, which contradicts the claim that The man is sleeping."
"An acoustic guitarist and lead vocalist, electric guitarist, and a keyboardist play a gig at a swanky venue.",There is music being played at the swanky venue.,0,entailment,"The hypothesis conflicts with the premise. The premise states A young man in white is midair on his bicycle performing a trick, which contradicts the claim that A young man in white is not midair."
A man rides a unicycle while holding fire lit batons.,A man is riding a unicycle while holding something on fire.,0,entailment,"The hypothesis conflicts with the premise. The premise states A person drives in a red car, which contradicts the claim that A person is riding in a white car."
You wish your streets where as clean as theirs.,There are several skaters on the streets.,2,contradiction,"The hypothesis conflicts with the premise. The premise states There is a young girl with glasses and disheveled hair with a green backpack, which contradicts the claim that A girl is eating pretzels."
A man in a light blue t-shirt is walking carefully on a platform.,This car is fast,2,contradiction,"The premise gives related context (Two boys eating ice cream are holding the hands of an adult), but it does not provide enough evidence to confirm or deny that The boys and the adult hold hands while eating snacks."
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls,People walking in an alley in NYC.,1,neutral,"The premise gives related context (A mother and three children collecting garbage from a blue and white garbage can on the), but it does not provide enough evidence to confirm or deny that A family is sorting through garbage on the street."
little boy playing in the bathtub.,The boy is very happy.,1,neutral,"The premise gives related context (Two girls and a little boy standing next to a blue pole while one girl in), but it does not provide enough evidence to confirm or deny that Little boy standing next to a blue pole to jump."
A workman standing along side a train.,A worker waits for the train t depart.,1,neutral,The hypothesis is supported by the premise: Small children in uniforms standing in the grass. This is consistent with the claim that Kids are outside.
A man in red snow gear looks at an expanse of snow and mountains.,The man is in Florida.,2,contradiction,"The premise gives related context (This shows five men in a motorized boat on the water surrounded by forest), but it does not provide enough evidence to confirm or deny that The men are carrying fishing pools in the boat."
A man in a red jacket takes pictures of graffiti.,The graffiti is gang related.,1,neutral,The hypothesis is supported by the premise: A group of dancers takes their bows. This is consistent with the claim that A dance group bows after dancing.
A man and woman with gauges in their ears are sitting on the ground.,A couple sitting outside.,0,entailment,"The premise gives related context (A construction worker in a red hard hat looking at a machine), but it does not provide enough evidence to confirm or deny that The machine is not turned on or is actively being used."
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,A child is swimming in the ocean.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A co ed cheerleading squad in red tracksuits are posing for a picture with the mascot, which contradicts the claim that A football team posing with a large trophy."
Man pushing his cart with personal items.,A homeless man pushes his cart.,1,neutral,"The hypothesis conflicts with the premise. The premise states A man poses as he s shoveling snow off of a sidewalk, which contradicts the claim that A man shovels dirt for a hole."
A group of male and female cheerleaders in black and yellow uniforms have thrown a female cheerleader in the air and are waiting to catch her.,A girl is in the air over some cheerleaders.,0,entailment,The hypothesis is supported by the premise: The people are preparing food to serve on paper plates on a wooden table. This is consistent with the claim that People are getting food ready to serve at a table made of wood using disposable plates.
A group of African women and children wearing brightly colored clothes.,Several people gathered.,0,entailment,"The premise gives related context (A man wearing a uniform is standing just inside the back of a delivery truck while), but it does not provide enough evidence to confirm or deny that The men are packing up the delivery truck."
"Three men stand next to the water, preparing to grill.",Three men stand next to the water.,0,entailment,"The hypothesis conflicts with the premise. The premise states Three boys are playing soccer, which contradicts the claim that Three boys watch soccer on TV."
A brown and white dog jumps over a dog hurdle.,A puppy is yawning.,2,contradiction,The hypothesis is supported by the premise: Three young boys playing badminton with a fence in the background. This is consistent with the claim that The boys are playing a game.
Two elderly women are wading through the water in swimsuits and hats.,The women are ice skating.,2,contradiction,"The premise gives related context (A man is climbing the side of a cliff), but it does not provide enough evidence to confirm or deny that A man is outdoors climbing in warm weather."
Some people are paddling in an air filled raft.,people paddling a raft,0,entailment,"The premise gives related context (A man is holding a blond child in a pool), but it does not provide enough evidence to confirm or deny that The man is his father."
An equestrian rider on a horse is in midair jumping over a fence-like obstacle.,A man is competing in an Equestrian event.,1,neutral,"The premise gives related context (People wearing swimming suits playing in the water), but it does not provide enough evidence to confirm or deny that They are wearing swim suit playing in the water while having a barbeque."
A brown dog with a black collar stands next to a bush.,The bush has flowers.,1,neutral,The hypothesis is supported by the premise: A man in a denim shirt is turning a Fender Telecaster with lights behind him. This is consistent with the claim that A man with a denim shirt is turning a Fender telecaster with lights behind him.
A guitarist in front of a microphone gives a child a hug and a kiss on the head while holding his guitar in his lap.,A performer hugs his son in front of the church congregation,2,contradiction,"The hypothesis conflicts with the premise. The premise states A large brown dog and a large black and white dog running together, which contradicts the claim that the dogs are asleep."
A man playing several instruments in front of a window.,A man is playing instruments in a church.,1,neutral,The hypothesis is supported by the premise: A man holding a white hard hat running. This is consistent with the claim that A worker running.
Many people are on a party.,People are having a wedding party.,1,neutral,"The premise gives related context (Little boy walking down sidewalk), but it does not provide enough evidence to confirm or deny that The toddler is trying to get away from his father."
