premise,hypothesis,label,explanation,label_name
A man in a yellow rain jacket is playing a musical instrument amidst black and white birds.,A man is playing his saxophone surrounded by pigeons.,1,"The instrument isn't necessarily a saxophone, and the birds aren't necessarily pigeons.",neutral
Two Asian men wearing dark clothes are looking down near wooden crates,The men are familar with the crates.,0,"If the men are looking at the crates, then they could be said to be familiar with them.",entailment
A group of people are shown skydiving as they fall through the sky.,"A group of skydivers, mid-flight.",0,A group of people skydiving is the same as a group of skydivers,entailment
A cleaning team is having a picture.,Some workers are taking a break.,1,Having a picture does not necessarily mean one is taking a break.,neutral
A man practices with a three section staff in front of a red curtain.,a man practices in front of the curtain,0,The man practices with a staff in front of a curtain.,entailment
Boy jumping in the air with a girl on the couch punching towards him.,Nobody has their fist clenched.,2,When there is a boy and a girl it does not imply nobody and there won't be punching without the fist clenched.,contradiction
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,cop laying on a park bench,2,A female police officer is smiling outside of a shop so she is not laying on a park bench.,contradiction
a man sings into a microphone on stage.,A sad man sings into a microphone on stage.,1,Not all men sings into microphone are sad,neutral
With majestic pride the horse soars over the miniature barn as the rider holds on.,A tall rider.,1,We don't know that the rider is tall.,neutral
Two women working in a lab with paper on the lab table.,Two humans indoors.,0,"Women are humans, and a lab is indoors.",entailment
A person drives around a futuristic looking vehicle while a man approaches her and a crowd watches.,The crowd is watching a jet fly overhead.,2,"A vehicle is on the ground, and a jet flies in the sky.",contradiction
A girl wearing pink is walking ahead of a boy wearing blue along a path in the woods.,The girl is walking a dog.,1,Walking in the woods does not imply walking a dog.,neutral
A woman is dancing on stage in front of a screen.,A woman in a play.,1,Just because a woman is dancing on stage does not mean she is in a play.,neutral
A religious float is surrounded by people at a street festival.,The street festival is outside.,0,A religious float cannot be at a street festival unless the street festival is outside.,entailment
A bride and groom share a kiss.,A bride and a groom french kiss.,1,We can't infer it was a French kiss.,neutral
Several Asians eat food outdoors.,A group of people are eating noodles on a picnic table.,1,You can not infer they are eating noodles.,neutral
a motorcycle rider is slightly airborne on a motocross circuit,The motorcyclist is in a race.,1,not every motorcyclist is in a race,neutral
A little boy is holding a skinny baseball bat while standing between two rows of blue seats.,The boy is holding a skinny yellow bat as he stands next to the bleacher seats.,1,A skinny bat is not necessarily yellow.,neutral
A brunette with a lei around her head.,A blonde man with a lei around his head.,2,That's either a brunette or blonde man.,contradiction
Men in orange work suits and hard hats working.,Some people are working with heavy tools.,1,"Men in orange work suits and hard hats may be working with any type of tools, not just heavy tools.",neutral
Three girls in gold' Native American' costumes dance on a football field while several young men in dark blue uniforms play drums behind them.,they put on a show for the fans,1,dance  doesn't always mean put on a show,neutral
two men wearing black in a city,The men are hot.,1,Just because the men are wearing black does not make them hot.,neutral
The cat is looking out of a window situated above ground level in a building.,A cat looks out a window.,0,If a cat looks out a window it is looking out of a window.,entailment
Man with long black hair using a mic in the midst of a musical performance as the crowd watches.,A man is attempting to rock climb infront of a crowd.,2,"If one is using a mic, one is not rock climbing.",contradiction
a woman bends down to reach in a plastic bag.,There is a bag.,0,A plastic bag is a type of bag.,entailment
Two men are working in a shop.,two men shop at the store regularly.,2,Working in a shop does not happen while shopping.,contradiction
The colors of the woman's clothing do not coordinate.,The woman's outfit colors do not match,0,colors do not match shows that the colors do not coordinate,entailment
Young boy bouncing off a trampoline.,The boy broke his arm last year.,1,You can not infer he broke his arm.,neutral
"A boy and a girl are seen, from below, inside a horizontally-suspended tire which attached by a three chains to a horizontal support.",They are on the playground.,1,Not all activities are in a playground that children play in,neutral
"Four cute elderly lady friends are waiting together on a bench under a large tree, and a younger woman with blond curls and yellow skirt sits off to the side.",Four friends are waiting for something.,0,Four cute elderly lady friends are waiting together is same as four friends are waiting for something,entailment
Two asian children grab hands while in a piece of playground equipment.,Two asian kids grab hands while in a piece of playground equipment.,0,Kids is another word for children.,entailment
"A middle-aged woman with a young, edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board.",A woman in a restaurant kitchen preparing for the breakfast rush.,1,Cutting shallots in a restaurant kitchen does not always mean preparing for the breakfast.,neutral
Two soccer teams playing a game.,There is a group of people playing basketball.,2,People cannot play soccer and basketball at the same time.,contradiction
A man is carrying a woman over her shoulders on the beach.,The woman is walking.,2,A man who is carrying a woman is not a woman who can walk.,contradiction
"Two women in green shirts, one of them in red glasses, are watching an event outside and smiling.",the women are funny,1,Watching and smiling does not imply being funny.,neutral
A man in red swim trunks is in midair above the people in the water below.,He is midair above the people in the water below.,0,A man in red swim trunks is referred as a pronoun he,entailment
A man in a blue shirt barbecues meat outside.,A man cooks on a barbeque.,0,Meat is typically cooked on a barbecue.,entailment
People use their hands and arms to create a tunnel for a man in white shorts to scurry through.,A man scurries through a man made tunnel.,1,Nothing implies that man is scurrying through man tunnel made of people's arms and hands.,neutral
A right-handed pitcher for the Saints is throwing a pitch.,A pitcher is trying to win the world championships.,1,Just because a pitcher for the Saints throws a pitch does not mean that he is trying to win the world championships.,neutral
"Woman in a leopard print outfit, walking in the street and a man in a dark blue jacket and denim jeans walking in the opposite direction.",A woman walks by a man on the street.,0,The woman and man are both walking in the street and they are walking opposite directions.,entailment
A little girl is touching a man's face while riding on his shoulders.,A girl is covering her father's eyes while perched on his shoulders.,1,Just because the girl is touching the man's face doesn't mean the man is her father. It also doesn't mean that the girl is covering the father's eyes.,neutral
The soccer player in the checked shirt is moving the ball pursued by the players on the other team.,The soccer player in the checked shirt is joyously moving the ball,1,moving a ball does not imply that one is moving it joyously,neutral
Two friends get their picture taken in front of a large pier.,There are people by the pier.,0,"can't take the picture, people are by the pier",entailment
An older man shows how to use a machine.,The man is the bossman at work.,1,Showing someone how to use the machine does not imply he is the bossman.,neutral
A young man is shooting pool.,A young man at home watching a movie,2,A person is either shooting pool or watching a movie.,contradiction
A person with an orange shirt jumping in a trampoline,A person wearing orange setting up a trampoline.,2,"If a person is setting up a trampoline, he cannot be jumping on it.",contradiction
"A man talks on a cellphone, while standing in front of a Dale Earnhardt, Jr., display.",A man talks to his friend about a Dale Earnhardt Jr. display he is considering purchasing.,1,It is not know if the person that the man is talking to is a friend. It is also not known if he is talking to his friendabout a Dale EarnhardtJr. display he is considering purchasing.,neutral
A bald man walking among columns on a sidewalk.,The man walked among the columns.,0,A bald man is still a man.,entailment
Candles are lit on a cake while a man holds a baby.,A man's birthday cake is lit as he holds his son.,1,Not all cakes are a birthday cake.,neutral
"A Large statue in the middle of a park and in front of a large, historic building.",The park is only for dogs.,1,Just because the building is old does not mean its vacant and that the entire park is only for dogs.,neutral
"Two men talk while the one on the right holds in his left arm, and the one on the right holds a notebook behind him, they are in a field.",The men are indoors,2,INDOORS IS NOT A FIELD,contradiction
A man on a yellow surfboard rides an easy wave.,The man is an expert surfer.,1,the man on surfboard need not be an expert surfer.,neutral
A little girl cuddles a kitten while she looks at Christmas presents and an older woman looks on.,The girl is holding a kitten,0,"When the girl holds the kitten, she also cuddles it.",entailment
Artist painting on a canvas.,A person is making a sculpture.,2,If one is painting one is not making a sculpture.,contradiction
Three dogs of various sizes.,There is one dog.,2,Three dogs is not one dog.,contradiction
"Many young adults, doing various activities in an open green space.",many people are in a purple space,2,The people can either be in a open green space or a purple space.,contradiction
A man in a pink shirt speaks into a microphone.,A man is giving a speech on freedom.,1,The man is speaking into a microphone but that doesn't necessarily mean that he is giving a speech on freedom.,neutral
"A large number of people gathered at an event, eating under an umbrella.",They are outside,1,Not all gatherings of people under an umbrella are outside.,neutral
a girl doing a cartwheel in front of a crowd,A girl lies on the ground after failing to raise money for her starving family on the street.,2,Person who lies on the ground will not be doing cartwheel at the same time.,contradiction
Young children compete in a co-ed soccer game.,Children are playing in a youth league on a Saturday morning.,1,Not all co-ed soccer games are on saturday mornings,neutral
A man using potting soil to plant things.,A man is planting some flowers for his wife.,1,A man planting things does not mean he is planting flowers. Not all men have a wife.,neutral
A child is getting their haircut.,A child is eating a sucker.,2,A child would not be eating a sucker while getting a haircut.,contradiction
"Two teenage girls jumping in a yard, with a two story brown building in the background, while holding each others right hand.",There are two teenage girls.,0,The number of teenage girls jumping together is two,entailment
The laughing boy holds a water bottle while a lady with wet pants walks nearby.,a man does the polka,2,laughing and doing are different actions,contradiction
A woman performing acrobatic feats on a pole outside.,A woman doing a show on a pole.,0,acrobatic feats is a form of show,entailment
A girl at a farm swings on a rope.,There is a boy inside the house.,2,A girl at the farm swings on a rope is totally different from there is a boy outside.,contradiction
"A woman sitting in an art museum, writing.",The woman is in a park.,2,sitting and being are different actions,contradiction
A man wearing blue is being transported by a bicycle taxi.,the man is a farmer,1,the man could have any kind of job not just a farmer,neutral
A man and woman walking with three dogs and a man in a yellow jacket in the background.,Nobody is wearing yellow clothing.,2,"There is a man in a yellow jacket, not nobody.",contradiction
A man in blue slacks addresses an audience and reads a piece of paper.,A speaker wearing blue reads from a sheet of paper.,0,"A man and a speaker are both a person, both wearing blue, and ""a sheet of paper"" is a single piece.",entailment
Local villagers going home after a day of harvesting crops.,Villagers returning from harvest.,0,Villagers going home after a day of harvesting crops suggests that they are returning from harvest.,entailment
Two men fix a red bike on a street corner.,two men had brooking bikes,1,"Just because two men fix a bike, it does not mean they have brooking bikes.",neutral
People are gathered in a crowd.,A crowd has gathered.,0,People gathering in a crowd can be called a crowd which can have gathered.,entailment
man in a boat looking at a disaster.,The man is in his living room,2,One cannot be in a boat and in his living room simultaneously.,contradiction
There are two men and one female sitting down and looking at their laptops in front of a window.,People riding horses through a cafe window.,2,To totally different subjects people riding horses can't also be sitting down laptops,contradiction
A bald ma in a red shirt sleeping on a motorized scooter.,A man is sleeping on his Honda.,1,the motorized scooter doesn't have to be a Honda. it can be another brand,neutral
A man in a rowboat is rowing across blue water.,He is rowing across the ocean.,1,You can not infer he is rowing.,neutral
People protesting immigration.,People are upset.,0,When people protest they are upset.,entailment
Three friends chat in the backyard during a hot summer day.,Three friends are sleeping in beds.,2,chat and sleeping are not the same,contradiction
Boy in green sweater with white stripe on sleeve standing on wood planked floor with body of water in the background.,It is cold outside.,1,A boy standing near a body of water does not imply outside is cold as people go to bodies of water in warm temperatures as well.,neutral
A man in a white and blue kimono is using a broom to sweep pavement.,A man is sweeping inside his apartment.,2,The man cannot sweep the pavement and the inside of his apartment at the same time.,contradiction
A happy family at thanksgiving.,A family eating Thanksgiving Dinner together.,1,"There is no indication the are eating Thanksgiving Dinner, just that they are together.",neutral
Two people pose for a picture wearing sombreros.,Two people are posing wearing cowboy hats.,2,Sombreros are not the same hats as cowboy hats.,contradiction
A bunch of birds outside of a building.,The birds are outside.,0,Birds and a bunch of birds are synonyms.,entailment
"A black male in a green t-shirt and blue jeans, playing violin while seated in a green chair.",The male is blind.,1,not every male is black,neutral
Two people stand against a wall after a workout.,Two men chat at the Gym.,1,Not all people workout at the Gym.,neutral
Brown and white dog is trotting across dirt with trees in the background.,The dog is outdoors.,0,"Dirt is usually outside, so something that is trotting across dirt is probably outside.",entailment
"Workers, adorning hard hats, are helping to complete a project.",the workers are helping,0,The workers are helping to complete the project.,entailment
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,A woman ordering pizza.,1,A woman is not necessarily ordering pizza if she is walking in front of a man with a sign for a pizza store.,neutral
Two dogs are playing with a red and white ball,Two dogs chase a cat.,2,Cat and ball are different.,contradiction
A bunch of cowboys are awaiting their challenge of catching a live animal.,The competition to determine the best steer roper is about to begin.,1,Not all challenge of catching a live animal is a competition to determine the best steer roper.,neutral
"A number of people in white cowboy hats are sitting on horses and talking, while a man in a black cowboy hat sits on a nearby fence.",cowboys talk cow-logistics,1,"Just because a number of people in white cowboy hats are sitting on horses and talking, while a man in a black cowboy hat sits on a nearby fence does not mean that they talk cow-logistics.",neutral
Two black dogs are fighting in front of a tan sofa.,Dogs are fighting over a toy.,1,"Although they are fighting, it does not imply they are fighting over a toy.",neutral
Man giving female a leg up onto tree.,Two people are playing on tire swings,2,People climbing onto a tree are not on tire swings.,contradiction
A man wearing a gray jacket is playing the piano on the sidewalk.,A man is jumping rope.,2,One cannot play piano while jumping rope.,contradiction
A group of children sit on the floor against a brick wall while a woman observes them.,The kids are playing dodgeball.,2,Sit and playing are different.,contradiction
"A man in a blue shirt and dark blue zipper jacket looks generally off in the distance while two women, one in a multicolored purple shirt and the other in a light blue short-sleeved shirt walk toward the foreground of the picture in what looks like some sort of market.",a photograph of a man and two woman,0,There is a man and two women in each scenario.,entailment
Two dogs are on a white carpet with one of the dogs showing its fangs.,Some animals on a carpet,0,animals on a carpet  shows that dogs are on a white carpet,entailment
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",A female speaker is at a podium,0,"When one speaks at a podium there is only one podium, thus the podium would mean singular or one.",entailment
four men sitting in the shade under a tree.,Four are standing in the sun,2,Sitting and standing are different.,contradiction
Several costumed people walking down a hall.,A costume party is occurring in a hallway.,1,Just because there are several costumed people walking down a hall does not mean a costume party is occurring in a hallway.,neutral
A boy sleeps in a hospital bed while wearing a cast on his arm.,A girl dancing on the sidewalk,2,a boy in the hospital is not a girl dancing outside on the sidewalk.,contradiction
"HO King produce store offering snow peas, broccoli, and napa.",HO King store offering vegetables.,0,"If Ho King is offering snow peas, broccoli, and napa then they are offering vegetable because snow peas, broccoli, and napa are vegetables.",entailment
A young boy is skateboarding in front of a monument in a plaza.,A young boy is skateboarding in front of a monument in a plaza.,0,They are the same sentence about skateboarding in a plaza.,entailment
Girl with turtleneck sweater and guy with large bushy hairdo wait to cross road.,The girl and guy are outside waiting to cross the street.,0,if people wait they are waiting,entailment
two teens and a kid ice skating,three young people ice skating,0,Two teens and a kid is three people.,entailment
Several people gather outside on a sunny day near white and teal tents.,A police officer makes an arrest.,2,several people is contradictory to a police officer,contradiction
A brown and white dog jumps over a dog hurdle.,A dog chases another dog over a hurdle.,1,A dog that jumps over a hurdle is not necessarily a dog that chases another dog over a hurdle.,neutral
A man holding a microphone in front of a person's face.,The man is conducting an interview.,1,It is not apparent he is conducting an interview.,neutral
A man and a smiling woman sit at a dining table with many plastic cups on it as a person next to them eats out of a bowl with chopsticks.,A person is eating with chopsticks.,0,The person next to the man and woman is eating out of a bowl with chopsticks.,entailment
"An acoustic guitarist and lead vocalist, electric guitarist, and a keyboardist play a gig at a swanky venue.",There is music being played at the swanky venue.,0,play a gig means music being played,entailment
A man rides a unicycle while holding fire lit batons.,A man is riding a unicycle while holding something on fire.,0,"A baton is something and if it is fire lit, it must be on fire.",entailment
You wish your streets where as clean as theirs.,There are several skaters on the streets.,2,"There are either several skaters on the streets, or not.",contradiction
A man in a light blue t-shirt is walking carefully on a platform.,This car is fast,2,A man is not a car.,contradiction
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls,People walking in an alley in NYC.,1,NYC is not the only place with graffiti painted wall.,neutral
little boy playing in the bathtub.,The boy is very happy.,1,Not all boys are happy.,neutral
A workman standing along side a train.,A worker waits for the train t depart.,1,Standing along side a train does not imply to wait for the train to depart.,neutral
A man in red snow gear looks at an expanse of snow and mountains.,The man is in Florida.,2,A man in Florida would not be in snow gear looking at snow and mountains.,contradiction
A man in a red jacket takes pictures of graffiti.,The graffiti is gang related.,1,Not all graffiti is related to a gang.,neutral
A man and woman with gauges in their ears are sitting on the ground.,A couple sitting outside.,0,A man and woman can also be a couple hence this is a rephrasing.,entailment
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,A child is swimming in the ocean.,2,The ocean is not shallow.,contradiction
Man pushing his cart with personal items.,A homeless man pushes his cart.,1,Homeless is not implied,neutral
A group of male and female cheerleaders in black and yellow uniforms have thrown a female cheerleader in the air and are waiting to catch her.,A girl is in the air over some cheerleaders.,0,Female is a girl.,entailment
A group of African women and children wearing brightly colored clothes.,Several people gathered.,0,Group implies several.,entailment
"Three men stand next to the water, preparing to grill.",Three men stand next to the water.,0,"They are preparing to grill next to the water, so they are also standing next to the water as they prepare.",entailment
A brown and white dog jumps over a dog hurdle.,A puppy is yawning.,2,A puppy yawning suggests the dog is tired and would not jumps over anything,contradiction
Two elderly women are wading through the water in swimsuits and hats.,The women are ice skating.,2,Two women can be wading through the water or is ice skating.,contradiction
Some people are paddling in an air filled raft.,people paddling a raft,0,An air filled raft is more specific than just a raft,entailment
An equestrian rider on a horse is in midair jumping over a fence-like obstacle.,A man is competing in an Equestrian event.,1,The man must not be competing.,neutral
A brown dog with a black collar stands next to a bush.,The bush has flowers.,1,Not all bushes have flowers. The bush could simply be a shrub that doesn't bloom.,neutral
A guitarist in front of a microphone gives a child a hug and a kiss on the head while holding his guitar in his lap.,A performer hugs his son in front of the church congregation,2,The guitarist gave a kid a hug and a kiss on the head and the performer just gave a hug.,contradiction
A man playing several instruments in front of a window.,A man is playing instruments in a church.,1,Not all windows are in a church.,neutral
Many people are on a party.,People are having a wedding party.,1,There are many types of parties that people can have.  A wedding party is one type of party.  Not all people who go to a party go to a wedding party.,neutral
"A group of 11 people in winter wear such as beanies, skiing jackets, gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them.",A group of young people are standing playing in the snow.,1,Being outside the house does not imply they are playing in the snow.,neutral
A man wearing a black shirt is standing next to a pole in a grassy field.,A man is wearing a black shirt because it is his favorite color.,1,There is no mention of black being the man's favorite color.,neutral
A man drives a large truck.,A man is in the driver's seat,0,A man sitting  the bus besides in the driver's seat,entailment
A child on a fake horse ride.,A child makes a phone call to his parents.,2,A child on a fake horse ride cannot make a phone call,contradiction
"It has just rained at a city street corner where shoppers, friends, and neighbors have seemed to stop for traffic and are enjoying each others company.",The people are talking on the snowy side walk.,2,It can't be both rainy and snowy.,contradiction
"A collection of blue tents, one of which says ""Exodus"", are set up in a lush landscape.",A group of orange tents setup in the Sahara desert.,2,The Sahara desert does not have lush landscape. Orange tents and Blue tents are different colors.,contradiction
A young girl plays in the sand on a beach.,A group of people are in the city.,2,"the first sentence refers to one girl whereas the second sentence refers to multiple people. the girl is at the beach and the group is in a city. while the city could be by the beach, the sentence states that the people are in the city, causing the assumption they aren't near a beach",contradiction
"Three boys are in the water, one on top of a water buffalo and another aside it, another is holding what seems to be a net and the other has water up to his shoulders.",The boys are wearing red swim trunks.,1,Not all boys in the water are wearing red swim trunks.,neutral
A man is kicking fallen leaves on the street in a neighborhood.,A man is kicking apple pies on the street.,2,leaves and apple pies are different things,contradiction
Man on a snowboard sliding in the air down a snow covered hill.,He is going very fast.,1,Sliding does not imply going fast.,neutral
"The right corner is bent on the right side, it blue white and green.",The corner was damaged when purchased.,1,Just because the corner is bent does not necessarily mean it was damaged.,neutral
A young boy jumping in front of a young girl and a house.,A boy jumped out and scared a girl,1,"The girl could have many reactions or expect the boy to jump, we cannot infer she is scared.",neutral
"A man dressed in a clown costume and a young girl wearing a bright pink coat, are walking along a sidewalk at nighttime.",A man and young girl is sleeping in bed.,2,People cannot be walking and sleeping at the same time.,contradiction
a man holding a flag outside of a car's passenger window,There are two people in a car.,0,There are two people in a car one of the two holding a flag outside.,entailment
"A short-haired male singer wearing a brown buttoned shirt plays the violin and sings on a stage, which is illuminated with a hot pink and blue display.",The short haird male signer was performing for a crowd,1,"Just because a short-haired male singer wearing a brown buttoned shirt plays the violin and sings on a stage, which is illuminated with a hot pink and blue display it doesn't mean he's performing for a crowd.",neutral
girl wearing radio t-shirt has open mouth,A girl has a mouth.,0,if the girl has an open mouth then the girl has a mouth.,entailment
A band plays a gig to a crowd.,A band gives an interview for a tv show.,2,Playing is not gives an interview.,contradiction
"A male athlete falls after jumping a hurdle, into water, while people take pictures.",The athlete is runnign.,2,The athlete cannot be running and falls at the same time.,contradiction
Several people at festival standing in the light in front of a old building.,several people stand by an old building,0,If people are in front of a building then they are by the building.,entailment
Four people are playing a grass field next to a parking lot.,People enjoy a game of catch in a new park,1,Game of catch is not the only game that can be played in new park,neutral
A man getting ready to speak to an audience.,The man is nervously pacing while he waits to speak.,1,There is no evidence that the man is nervously pacing when he is getting ready to speak to an audience.,neutral
A dog lays under a table being sniffed by another dog.,There is a cat laying under the table being sniffed by another cat.,2,A dog is not a cat.,contradiction
Guy with a red beard wearing a green Miller beer hat.,The man has a hat on.,0,The hat that the guy is wearing is a green Miller beer hat.,entailment
An Asian man wearing a blue long-sleeve shirt and patterned pants is working with an old looking machine.,An Asian man wearing a hat is working on an old looking machine.,1,The Asian man is not necessarily wearing a hat.,neutral
"A man, and presumably his son, out on a bike ride.",a man is riding a ferris wheel,2,He can't be on a bike ride if he is on a ferris wheel,contradiction
"Four adult women, one with tattoos, practicing their dancing.",Four people dancing,0,Four adult women  dancing simply means four people dancing,entailment
"Several youth stand around watching as a banjo player, piano player, and guitar players play in a dirty setting.",The banjo player smokes a cigarette while the piano player sings.,1,Play does not imply sings and not all banjo players smoke a cigarette.,neutral
Kid posts sign while a woman walks by and a young man hold a video camera,The child is not being recorded.,2,If the man is holding the video camera and that suggests he is being recorded.,contradiction
A dog leaping on pavement.,A dog sleeping on the warm grass.,2,A dog cannot be leaping and sleeping the same time.,contradiction
The black and white dog has its mouth wide open.,The dog has its mouth closed.,2,not every dog is black and white,contradiction
"A brown, rounded bench is in front of a small wooden desk with paper pads, a candle, small vase, and salt and pepper shakers on it.",Many items are on top of the wooden desk.,0,"Pads, candles and a vase would be many items.",entailment
A woman and a child are sitting on a log and stone fence with a waterfall in the background.,The man is with his daughter today to see the waterfall.,2,A woman and a man are different genders.,contradiction
"Various people are depicted in a restaurant, both seated and standing.",A restaurant with people in it.,0,If people are in a restaurant their must be a restaurant with people in it.,entailment
two women bundled up on a snowy day,Women dress for warm for winter while having coffee.,1,Just because women are bundled up on a snowy day it does not mean it is winter.,neutral
A person on ski's is clearing a jump in a beautiful mountain covered in snow.,A skier is sking on the mountain,0,Clearing a jump and skiing are two different things.,entailment
"A person at a table, dressed in a black costume.",The person is dressed in black,0,Person in a black costume is dressed in black.,entailment
People in a pool and something just created a large splash.,The pool has no water.,2,There can't be a splash with no water.,contradiction
A man who appears to be buying vegetables.,A man is looking at rotten fish,2,The man is buying vegetables not rotten fish.,contradiction
A Chinese girl hand off the baton to the other young boy in this relay race for team blue.,There is a boy and girl.,0,"it states there is a boy and girl in the first sentence, running the race",entailment
A man playing baseball.,A man is playing a game,1,The man might not be playing a game.,neutral
"A flower stand, where flowers are being sold.",There is a flower stand.,0,flower stand is the same as flower stand,entailment
A blond individual rides a jet ski in water near a mountain range.,Someone is riding a jet ski near mountains.,0,A blond individual can also be described as someone.,entailment
three young african-american girls smile for the camera.,Three girls posing for a picture.,0,The three young african-american girls smile while posing for a picture with the camera.,entailment
Closeup perspective of a bicycle wheel being ridden by someone,Someone is on a bicycle wheel.,0,There's somebody on his bicycle wheel,entailment
People are clustered together on a city street.,There are people on a street.,0,People are on a street.,entailment
A smiling man is holding a tool.,A man is inside watching t.v.,2,The man can't be holding a tool and watching a t.v. at the same time.,contradiction
A young person in a gray t-shirt stands beside an older woman handing out a slice of watermelon.,The older person and the young person are related.,1,The older person and the younger person that are related might both be male.,neutral
Two young children wearing winter coats and hats are playing in the melting snow.,two young children wearing coats and hats playing in molten snow,0,Winter coats are coats. Molten is probably a misspelling of melting.,entailment
a rock climber climbs a large rock.,The person is climbing a rock.,0,a person is considered to be a rock climber.,entailment
A blond woman holding an ax.,the woman is asleep at home,2,One should not hold an ax while asleep,contradiction
Two boys in an intense wrestling match.,Two boys are wrestling.,0,boys in an intense wrestling match means boys are wrestling,entailment
Four people are sitting around a TV playing a video game.,Four people play Mario Kart.,1,People playing video game are not necessarily playing Mario Kart.,neutral
People watching art which represents an invisible man made out of a black suit and had holding a rainbow colored umbrella.,People watching art which represents an invisible man made out of a black suit,0,People watching art which represents an invisible man made out of a black suit and had holding a rainbow colored umbrella is a synonym of people watching art which represents an invisible man made out of a black suit,entailment
"A lady with long brown hair smiles at someone off to the side, while a man wearing glasses and holding a beer next to her looks down.",The man is drinking a Budweiser beer.,1,Not all beers are a Budweiser beer.,neutral
A woman sits on a piece of art furniture.,A woman sits on a piece of art furniture at the art museum.,1,This lady is sitting on art furniture and she is at the art museum doing so.,neutral
A bicycle rider jumps off a ramp.,A rider does a trick off the ramp.,1,Jumping isn't necessarily a trick.,neutral
People are gathered in times square.,They are waiting for new year's.,1,People are in Times Square on days other than New Year's.,neutral
A smiling little boy holds a hand mixer in a bowl.,A boy is beginning to bake a cake.,1,Just because the boy is using a hand mixer does not mean that is using it to bake a cake.,neutral
A DJ is spinning records at a club full of people.,A club DJ is performing his new set for a group.,1,A DJ spinning records isn't necessarily performing his new set.,neutral
View of a mountain as seen from a kayak.,A mountain view,0,"if you are kayaking and see a mountain, it is a mountain view",entailment
"A group of people, led by a man with a backpack, are walking past people sitting on the grass in front of an old building.",The group of touring students walked past the people on the grass.,1,Not all people following a man with a backpack are touring students.,neutral
Little boy looks off in the distance wearing a black and white checkered hat.,A little boy is watching a car drive by.,1,wearing and watching are different actions,neutral
Members of the Salvation Army are standing together as one holds an instrument.,"A bunch of people standing together, one of them holding a tuba.",1,Just because a bunch of people are standing together holding a tuba does not mean they are members of the salvation army.  An instrument does not mean a tuba.,neutral
Two boys fight for the ball.,Two boys arm wrestling.,2,Arm wrestling is not a way to fight for the ball.,contradiction
A person in a parachute sliding across the water.,Someone is playing on the water.,0,Someone is a person. he is in a parachute so he is on the water.,entailment
"A person at a table, dressed in a black costume.",The person is dressed in white,2,Black can not be white.,contradiction
"Two people are holding a large upside-down earth globe, about 4' in diameter, and a child appears to be jumping over Antarctica.",A small child is spinning a glove in her hands.,2,The child is either jumping over Antarctica OR spinning a glove in her hands.,contradiction
A child is jumping off of a small hill of snow.,A child is sitting in the snow.,2,A child cannot be jumping and sitting simultaneously.,contradiction
An elderly Asian woman wearing a straw-like hat sits outside near a bicycle while a gray car is about to pass by.,An elderly Asian woman wearing a stethoscope sits outside near a bicycle while a red car is about to pass by.,2,A car going by is either gray or it is red.,contradiction
A little boy wearing red jumps into the air.,A girl is sitting on the floor.,2,"A boy is not a girl, and if one jumps they cannot also be sitting on the floor.",contradiction
"A group of people looks up at a TV screen showing a football game, while two women stand beneath the screen talking.",two women dont even know there is a game on above them,1,Women talking beneath a screen with a game does not imply they don't know about the game.,neutral
"A girl playing in the water, wearing diving goggles.",The girl is sleeping in her bed.,2,The girl cannot be playing in the water while asleep in her bed.,contradiction
A woman biking downhill.,A woman is biking.,0,Biking downhill is a type of biking.,entailment
"A Japanese man in a red shirt, at the olympics playing tennis.",A Japanese man plays curling at the olympics,2,one can't play both tennis and curling,contradiction
The black dog is wearing a lime green collar.,That dog is wearing a collar that matches his coat.,2,A dog's coat typically refers to his fur.  Dogs are not lime green so the collar can not match the color of the coat.,contradiction
a small boy getting tossed into the air,the small boy is skydiving,2,Getting tossed into the air is not skydiving.,contradiction
Bearded man hitting a grill cover with a shovel.,A man hitting a grill cover with a shovel.,0,man hitting a grill cover with a shovel is just the same as man hitting a grill cover with a shovel.,entailment
Many people are hanging out by the bicycle racks.,A group of murderers nowhere near bike racks.,2,The murderers cannot be hanging out by the bicycle racks and be nowhere near the bike racks at the same time.,contradiction
An elderly Asian woman with a cane walking in front of several yellow and white flowered reefs.,An elderly Asian woman with a cane walking in from of a store that sells flower reefs.,1,Just because she is walking in front of the store doesn't mean she is from the store that sells flower reefs.,neutral
A man in a green shirt is checking a thin pole stuck on the edge of a waterway.,the shirt is wool,1,"The material of the shirt, which is wool, is explicitly mentioned.",neutral
A man skis past another man displaying paintings in the snow.,A man skis past his brother.,1,It is not implied that the other man is the skiier's brother.,neutral
A newlywed couple is taking a picture outside on the steps of a building while other people are walking up and down the steps.,The couple is having lunch on the steps.,2,People wouldn't be taking a picture while sleeping.,contradiction
